Latitude,Longitude
35.9984599420221,-121.505756430197
35.9892003802967,-121.500606610292
35.9889216747045,-121.499946326775
35.9853983350862,-121.499347505353
35.9886388025632,-121.498953348905
35.9851154589288,-121.498354573514
35.9861928367806,-121.498001386802
35.9856437318395,-121.497346265603
35.9867169370675,-121.496660371992
35.9826444687819,-121.495406627122
35.9736716148481,-121.491584384358
35.9612213218497,-121.490823247476
35.9720325654892,-121.490284742272
35.9720283791765,-121.489952114265
35.9714834212268,-121.48962978959
35.961745352974,-121.489482616582
35.9590373073198,-121.489201541999
35.9544365582084,-121.488956539429
35.9511877368735,-121.488685801723
35.9603808591895,-121.488510629835
35.9549689527415,-121.488281125516
35.9511793586358,-121.48802072107
35.9603724781401,-121.487845472165
35.9546901856327,-121.487621168563
35.9503598186462,-121.487371106813
35.9600937078328,-121.487185472549
35.9544114149924,-121.486961216347
35.9530552922395,-121.486654454712
35.9519695545056,-121.486342543707
35.9530469023713,-121.48598935903
35.9554761768942,-121.485610353927
35.9433004198822,-121.485177571303
35.9419358943895,-121.484205874349
35.941927493186,-121.4835408726
35.9411079306614,-121.48289137778
35.921902097029,-121.482593353966
35.9313572156315,-121.481747583683
35.9318895751368,-121.481072324976
35.9408038897176,-121.480236579607
35.9324135101893,-121.479732136331
35.9310531569012,-121.479093115624
35.9172550374263,-121.47869240245
35.9229289362034,-121.478251217182
35.9218431770012,-121.477939525266
35.9196758722787,-121.477648572167
35.9188604976632,-121.477331716235
35.9156116459283,-121.477061523431
35.9142554971155,-121.476755057554
35.9110066426268,-121.476484897142
35.9196590025209,-121.476318945764
35.9191140107573,-121.47599691563
35.9185690181892,-121.475674889812
35.9182944108033,-121.47534767821
35.9188309603648,-121.475004894979
35.897698578284,-121.472086470773
35.8960593376206,-121.470788425119
35.8968535601379,-121.46944357993
35.8867941363338,-121.465316677782
35.8812970518498,-121.458443903542
35.8799195198007,-121.456476680574
35.8793616615386,-121.455158234913
35.8720227665331,-121.452310159963
35.8739068980717,-121.451608918134
35.8717352507648,-121.45098661006
35.8690228302798,-121.450374865199
35.8744262411164,-121.449937325951
35.8717138168324,-121.449325599805
35.86791555912,-121.448402810491
35.8692588983543,-121.447712066325
35.8706022327462,-121.44702129813
35.8697781893301,-121.446040549541
35.8640441736865,-121.441833224948
35.864284371995,-121.439502744314
35.8631812484992,-121.437863127015
35.8637090517736,-121.436856013141
35.8626145457217,-121.435880768865
35.8615200322285,-121.434905551148
35.8628632908991,-121.434214641614
35.8614983812583,-121.43324476676
35.8620261457094,-121.432237645437
35.8584416916794,-121.426992579041
35.8547870837279,-121.416433962248
35.8438885026354,-121.410339503116
35.844150093769,-121.409669945166
35.8433301578544,-121.409021987418
35.8381797256095,-121.408128426383
35.840874732722,-121.407410259622
35.8384280975485,-121.40646274141
35.8375993321874,-121.405150756409
35.8343106474831,-121.401895320223
35.8332114544789,-121.400588878462
35.8302240098583,-121.399652514407
35.8318374442705,-121.39895587691
35.8304766943745,-121.398318996588
35.8304678410457,-121.397654953213
35.8269396160397,-121.396729607322
35.8231454354752,-121.396141770263
35.8263855629843,-121.395744472796
35.8271922694172,-121.395396136867
35.829080493131,-121.395026011667
35.8228484533081,-121.394155273709
35.8233803379668,-121.393480395912
35.8241825981071,-121.39280005695
35.82146547825,-121.391858625455
35.8190187310209,-121.390911797309
35.8187394597706,-121.390253311562
35.8222499437309,-121.389850342569
35.8206187702344,-121.389219153565
35.8203394895903,-121.388560661109
35.8195194472618,-121.38791310919
35.8197809177948,-121.387243690348
35.8205831422513,-121.386563322115
35.8192178727565,-121.385594765626
35.8115758084717,-121.380437003298
35.8091155489837,-121.37849484579
35.8123421655206,-121.377101096733
35.8082685600277,-121.375855931137
35.8079802332398,-121.374533740132
35.8098594056268,-121.373499366351
35.8106570576202,-121.372487016398
35.8098279385813,-121.371175845161
35.8073359896924,-121.366910576121
35.8078586956372,-121.365571813353
35.8006840268561,-121.355095322061
35.7924635180372,-121.347298001641
35.791904511272,-121.345981790494
35.7844945693827,-121.338169367215
35.7202502476628,-121.327565474752
35.7391672667938,-121.326506402515
35.7191503035934,-121.326261891478
35.7158965740077,-121.325666690264
35.7161577199846,-121.324997963314
35.7402118216829,-121.323830688488
35.7120790044193,-121.323425260626
35.7107178880685,-121.322790556394
35.7545138640812,-121.321539986904
35.7128623958987,-121.32141914385
35.7131142629867,-121.32008738705
35.7336487997147,-121.318661005255
35.7098095220414,-121.315845892929
35.7013535793566,-121.310718676871
35.6907857188448,-121.309283968853
35.6956291561873,-121.307523988824
35.7021041297808,-121.306392402188
35.693708556983,-121.305575355179
35.6923426861283,-121.304609658514
35.6944869882656,-121.30323810237
35.6912191353958,-121.301649701291
35.6947199472134,-121.30058083693
35.6871354629302,-121.299747228309
35.6873964702831,-121.299078666829
35.6898204556818,-121.298364151265
35.6876434128816,-121.297415864829
35.6919553022635,-121.296329617383
35.6622964452859,-121.283703805318
35.6644026712918,-121.279681742116
35.6635726129511,-121.278373909409
35.6630129119269,-121.277060293868
35.6643505366853,-121.276037305624
35.6648580433821,-121.273706480002
35.6618459361884,-121.271120107489
35.6577713479983,-121.269882412784
35.659644886901,-121.268516412458
35.6607120673544,-121.267499172007
35.661784008327,-121.26681320396
35.659877109815,-121.265860237876
35.6625425943784,-121.263151340643
35.6609108199059,-121.262523890182
35.6587383046803,-121.261908184869
35.6589991061702,-121.261239749751
35.6587095918183,-121.259920468331
35.6557163782005,-121.258659907435
35.6551612632278,-121.257677835811
35.6548813051053,-121.257021170389
35.6546013435172,-121.256364509663
35.6535054741776,-121.255394230573
35.6529407265603,-121.253749687079
35.6529311157099,-121.253087165349
35.6502178225873,-121.252483550616
35.6491267339696,-121.251844621215
35.6512800554264,-121.251134973758
35.6496434113002,-121.250176602202
35.6545003949069,-121.249407893439
35.6477219395005,-121.248230453812
35.6496048704956,-121.247526631134
35.6479681998639,-121.246568353011
35.6468722564807,-121.245598287562
35.6471329691861,-121.244929903809
35.6492910756258,-121.244551336543
35.6441444448829,-121.244001295609
35.64657291593,-121.2436168017
35.6503532172054,-121.243202674509
35.6462880502382,-121.242629026143
35.6479054150038,-121.242262250813
35.6506042434149,-121.2418717555
35.6435650401445,-121.241363367649
35.6441009353136,-121.241020292666
35.6473404933627,-121.240617920628
35.6438160493341,-121.240032557312
35.6419138006333,-121.239411645293
35.644878142125,-121.238683932771
35.6516324455854,-121.238204265019
35.6440525048736,-121.237708074675
35.6502660717185,-121.237240216273
35.6508019529616,-121.236897083654
35.6505267362901,-121.236571778574
35.6475478624287,-121.236305921725
35.6467319130941,-121.235992521785
35.646456694361,-121.235667235825
35.6467222060192,-121.23533005763
35.6475284477022,-121.234980980036
35.6486050534845,-121.234625945061
35.648054607802,-121.233975370424
35.6423672163576,-121.233437920933
35.6493918545253,-121.232951880459
35.6493821301014,-121.232289395431
35.6372011034702,-121.231563854906
35.6455775612893,-121.231047894937
35.6388087000646,-121.230534510196
35.6506998892547,-121.229940869619
35.6414977462762,-121.229481260378
35.6420336057353,-121.2291381169
35.6420287343564,-121.2288069054
35.6425645916536,-121.228463755075
35.6428300830831,-121.228126570819
35.6422844794619,-121.227807299735
35.6395759572598,-121.227535811424
35.6384896227393,-121.227228502177
35.6384847465273,-121.226897305643
35.6414538801608,-121.226500379089
35.6492895664473,-121.225995803514
35.6411688773357,-121.22551273263
35.6414343604458,-121.225175545029
35.6468367616504,-121.224724691292
35.6384457040701,-121.224247736238
35.6406037336429,-121.223868666339
35.6422210325869,-121.223501546089
35.6373447042809,-121.222946901948
35.6395027292753,-121.222567803714
35.6430125710907,-121.222158729272
35.6381362394036,-121.221604163634
35.6386720755928,-121.221260983855
35.638396819095,-121.220935781652
35.637310470229,-121.220628566337
35.6337908452693,-121.220375315556
35.6464979383003,-121.22009346975
35.6459523148434,-121.219774240713
35.6335057951952,-121.219387786189
35.634582353139,-121.219032614109
35.6378218183918,-121.218629421576
35.6424032923211,-121.217533749322
35.6375220428216,-121.216648277644
35.6323753288706,-121.216100080499
35.638048050755,-121.215642682688
35.6393949578327,-121.21528142488
35.6396604115957,-121.214944212371
35.6391147756922,-121.21462504415
35.638569139021,-121.214305880146
35.6382938644322,-121.213980703025
35.6380185890177,-121.213655528133
35.6377433127774,-121.21333035547
35.6374680357114,-121.213005185036
35.6374631205142,-121.212673995279
35.6369174791025,-121.212354850853
35.6366421995595,-121.212029687105
35.6360965565905,-121.211710550158
35.6320361981549,-121.21146974197
35.6406877996029,-121.2112769187
35.6396014300155,-121.210969827832
35.6385150596991,-121.210662744677
35.6382397756358,-121.210337580697
35.6382348530124,-121.210006388239
35.6387706538733,-121.20966313198
35.6395768156796,-121.209313837685
35.6344300832463,-121.208766104192
35.6371287780808,-121.208374571788
35.6398274697243,-121.207983009138
35.6373843536005,-121.207374970095
35.6344005106568,-121.206779046663
35.6330388364054,-121.206146908752
35.6346511391511,-121.205448297992
35.6338203064332,-121.204141740323
35.632649819944,-121.19820491448
35.633446033056,-121.197193195016
35.6301769081552,-121.195610279362
35.6293509379167,-121.194635052001
35.6315038893451,-121.193924081564
35.6325753947422,-121.193237415096
35.6309383256584,-121.192280451743
35.6320147937739,-121.191924932336
35.6347134186373,-121.191532851202
35.6325356176,-121.190588089545
35.6408569665341,-121.186424716499
35.6400209387963,-121.184787071468
35.6381034567117,-121.183173946183
35.6389045356631,-121.182493202071
35.6378031013384,-121.181192953522
35.6372423694779,-121.179880476819
35.6361358988136,-121.178249113328
35.6358404793755,-121.176599367346
35.6366314850281,-121.175256220379
35.6346937851597,-121.172318708836
35.6237384670359,-121.163293412517
35.6239936694756,-121.162293852561
35.6245242738885,-121.161619221864
35.6207291846024,-121.161043659421
35.6218055511076,-121.160687776465
35.6239633379897,-121.160307104508
35.6185461106456,-121.15976878144
35.6190817624912,-121.159425286182
35.6198877686251,-121.159075588169
35.620693773431,-121.158725882816
35.616357962027,-121.158162878022
35.6174343201841,-121.157806978826
35.6179699662777,-121.157463475818
35.6190463215995,-121.157107559221
35.6152512150186,-121.156532238705
35.6165979231922,-121.156170116355
35.6125324572796,-121.155601060851
35.6133384528439,-121.155251356421
35.6141444470798,-121.154901644652
35.6125121719756,-121.154276755766
35.6146699379114,-121.153895967675
35.614389432387,-121.153240014507
35.6143792781221,-121.152577847377
35.610584154527,-121.152002765469
35.6111197843586,-121.151659255843
35.613277540578,-121.151278406068
35.6056974460223,-121.150790517723
35.6075848467395,-121.150415901468
35.6027082941436,-121.149865857668
35.6027032096321,-121.149534822815
35.6094620745676,-121.149379140246
35.6097273422643,-121.149041848171
35.6026879506454,-121.148541718754
35.6029532170521,-121.148204453476
35.6032184824361,-121.147867185974
35.6037541012102,-121.147523683016
35.6045600731445,-121.147173940769
35.601305636436,-121.146586693218
35.6026523145379,-121.14622447885
35.603187928417,-121.145880967741
35.6037235411331,-121.145537451934
35.6047998607135,-121.145181448813
35.6047947630759,-121.144850406224
35.5958628809207,-121.144394352038
35.5939653022864,-121.144107046034
35.6026166339031,-121.143907243015
35.6001783478289,-121.143632422872
35.5982807687442,-121.143345124124
35.5963831888166,-121.143057836951
35.5961077323759,-121.142733077089
35.5961026290865,-121.142402070754
35.5963678787966,-121.142064814609
35.5987959577662,-121.141677544546
35.5993315585836,-121.14133402136
35.5995968046518,-121.140996747786
35.599862049697,-121.140659471989
35.5928226363488,-121.140160101003
35.5930878801101,-121.139822852
35.6006577786947,-121.13964763125
35.5933480109809,-121.139154606389
35.5957760795278,-121.138767267489
35.5990152048912,-121.138361113285
35.594138614529,-121.137811838897
35.5933173206984,-121.137168641835
35.5943884959698,-121.136481581978
35.5884202419242,-121.135295569323
35.5946127337193,-121.13349632396
35.584584034209,-121.132073779645
35.5810386490404,-121.130169769594
35.5791307699971,-121.129220969967
35.5753355548928,-121.12864717294
35.5755956278759,-121.127979044178
35.583971411323,-121.127452983278
35.5728766756157,-121.12704924098
35.5777378766655,-121.126604989993
35.5734019474356,-121.126043921082
35.5796149031496,-121.12556809858
35.5812318668933,-121.125199346068
35.5736465590852,-121.124383069067
35.5741769605677,-121.123708635415
35.5741666540557,-121.123046810499
35.5722638805561,-121.122429160492
35.5692796963341,-121.121836785095
35.5703559466811,-121.121480641351
35.5714321955014,-121.121124487462
35.567096246823,-121.12056374366
35.57168706575,-121.120125467625
35.5716767401893,-121.119463664549
35.5681518414601,-121.118884045985
35.5678711584772,-121.118228595943
35.5686667085656,-121.117216958888
35.560223731781,-121.113442811648
35.5523628280298,-121.112303287109
35.5528931666983,-121.111628961796
35.5588357042657,-121.11115856763
35.5520665610921,-121.110655529863
35.5539538317602,-121.110280284542
35.5433997661017,-121.109866182117
35.5496126542994,-121.109389397088
35.5547441298202,-121.108937923412
35.5479749795681,-121.108435082571
35.5428279289381,-121.107894187839
35.5474187011109,-121.107455386985
35.553631569371,-121.106978378144
35.5479438173903,-121.106450272428
35.5500962259529,-121.105737782507
35.5414242128428,-121.104618200929
35.5405871474367,-121.102983435576
35.541652929015,-121.101965637264
35.541637301162,-121.100973313417
35.5375664162689,-121.100076659397
35.5399891380311,-121.099357725261
35.537004859002,-121.098766392965
35.5421362861066,-121.098314351823
35.539692702814,-121.097710275052
35.5404933106054,-121.09702957921
35.535611353796,-121.096152306422
35.5347846323282,-121.095179239953
35.5290811582473,-121.09365986704
35.5304224445108,-121.092966427824
35.5341968667626,-121.092215342159
35.5290445322749,-121.091344818329
